!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-4-5' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:bigg.metabolite	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:kegg_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:seed_compound	!Identifiers:slm	!Identifiers:sabiork	!Identifiers:kegg_glycan	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound
R_RNDR2b	Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	M_gdp_c + M_grxrd_c <=> M_dgdp_c + M_grxox_c + M_h2o_c				SBO:0000176	False	((G_b0849 and G_b2675 and G_b2676) or (G_b2675 and G_b2676 and G_b1064) or (G_b2675 and G_b2676 and G_b1654) or (G_b2675 and G_b2676 and G_b3610))	cobra_0_bound	cobra_default_ub				RNDR2b		MNXR104063		rxn09232						
R_MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	2.0 M_h_p + M_mal__L_p <=> 2.0 M_h_c + M_mal__L_c				SBO:0000185	False	G_b3528	cobra_0_bound	cobra_default_ub	META:TRANS-RXN-121A		29339	MALt2_2pp		MNXR101370		rxn10153						
R_NH4tpp	Ammonia reversible transport (periplasm)	M_nh4_p <=> M_nh4_c				SBO:0000185	True	(G_s0001 or G_b0451)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-544		28747	NH4tpp		MNXR101950		rxn09736		R-DME-444416			11683	
R_NH4tex	Ammonia transport via diffusion (extracellular to periplasm)	M_nh4_e <=> M_nh4_p				SBO:0000185	True	(G_b1377 or G_b2215 or G_b0241 or G_b0929)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-544		28747	NH4tex		MNXR101950		rxn09736		R-DME-444416			11683	
R_RIBabcpp	D-ribose transport via ABC system (periplasm)	M_atp_c + M_h2o_c + M_rib__D_p <=> M_adp_c + M_h_c + M_pi_c + M_rib__D_c				SBO:0000185	False	((G_b4230 and G_b4227 and G_b4485 and G_b4231) or (G_b3750 and G_b3751 and G_b3749 and G_b3748) or (G_b4088 and G_b4086 and G_b4087))	cobra_0_bound	cobra_default_ub	META:ABC-28-RXN		29906#1	RIBabcpp	3.6.3.17	MNXR104034		rxn09227						
R_GLYCAt2rpp	D-glycerate transport via proton symport, reversible (periplasm)	M_glyc__R_p + M_h_p <=> M_glyc__R_c + M_h_c				SBO:0000185	True	(G_b3127 or G_b2789)	cobra_default_lb	cobra_default_ub				GLYCAt2rpp		MNXR100322		rxn13711						
R_GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	M_glyc__R_e <=> M_glyc__R_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-523			GLYCAtex		MNXR100323		rxn08645						
R_GLYCtpp	Glycerol transport via channel (periplasm)	M_glyc_c <=> M_glyc_p				SBO:0000185	True	(G_s0001 or G_b3927)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-131		29675	GLYCtpp		MNXR100343		rxn08658		R-DRE-507871				
R_H2Otpp	H2O transport via diffusion (periplasm)	M_h2o_p <=> M_h2o_c				SBO:0000185	True	(G_s0001 or G_b0875)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-547		29670	H2Otpp		MNXR98641		rxn05319		R-RNO-445714				
R_GLNabcpp	L-glutamine transport via ABC system (periplasm)	M_atp_c + M_gln__L_p + M_h2o_c <=> M_adp_c + M_gln__L_c + M_h_c + M_pi_c				SBO:0000185	False	(G_b0811 and G_b0809 and G_b0810)	cobra_0_bound	cobra_default_ub	META:ABC-12-RXN		29896#1	GLNabcpp	3.6.3.21	MNXR100258		rxn08624						
R_CO2tex	CO2 transport via diffusion (extracellular to periplasm)	M_co2_e <=> M_co2_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-545			CO2tex		MNXR96810		rxn09860		R-ATH-1247649				
R_GLUt2rpp	L-glutamate transport via proton symport, reversible (periplasm)	M_glu__L_p + M_h_p <=> M_glu__L_c + M_h_c				SBO:0000185	True	G_b4077	cobra_default_lb	cobra_default_ub				GLUt2rpp		MNXR100300		rxn08631		R-BTA-8875623				
R_ACGK	Acetylglutamate kinase	M_acglu_c + M_atp_c <=> M_acg5p_c + M_adp_c				SBO:0000176	False	G_b3959	cobra_0_bound	cobra_default_ub	META:ACETYLGLUTKIN-RXN	R02649	14629	ACGK	2.7.2.8	MNXR95256	2545	rxn01917						
R_GNK	Gluconokinase	M_atp_c + M_glcn_c <=> M_6pgc_c + M_adp_c + M_h_c				SBO:0000176	False	(G_b3437 or G_b4268)	cobra_0_bound	cobra_default_ub	META:GLUCONOKIN-RXN	R01737	19435	GNK	2.7.1.12	MNXR100390	1845	rxn01275						
R_GLUDy	Glutamate dehydrogenase (NADP)	M_glu__L_c + M_h2o_c + M_nadp_c <=> M_akg_c + M_h_c + M_nadph_c + M_nh4_c				SBO:0000176	True	(G_b1761 or (G_b3213 and G_b3212))	cobra_default_lb	cobra_default_ub	META:GLUTDEHYD-RXN	R00248	11615	GLUDy	1.4.1.4	MNXR100086	757	rxn00184						
R_GLCNt2rpp	D-gluconate transport via proton symport, reversible (periplasm)	M_glcn_p + M_h_p <=> M_glcn_c + M_h_c				SBO:0000185	True	(G_b4321 or G_b4476 or G_b3415 or G_b4265)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-209		28832	GLCNt2rpp		MNXR100209		rxn05571						
R_GLCptspp	D-glucose transport via PEP:Pyr PTS (periplasm)	M_glc__D_p + M_pep_c <=> M_g6p_c + M_pyr_c				SBO:0000185	False	((G_b1621 and G_b2415 and G_b2417 and G_b2416) or (G_b1101 and G_b2416 and G_b2415 and G_b2417) or (G_b1819 and G_b2415 and G_b1818 and G_b1817 and G_b2416))	cobra_0_bound	cobra_default_ub				GLCptspp		MNXR100237		rxn05226						
R_EX_h2o_e	H2O exchange	M_h2o_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-547		29670	EX_h2o_e		MNXR98641		rxn05319		R-RNO-445714				
R_HSTPT	Histidinol-phosphate transaminase	M_glu__L_c + M_imacp_c <=> M_akg_c + M_hisp_c				SBO:0000176	False	G_b2021	cobra_0_bound	cobra_default_ub	META:HISTAMINOTRANS-RXN	R03243	23746	HSTPT	2.6.1.9	MNXR95852	3064	rxn02320						
R_THDPS	Tetrahydrodipicolinate succinylase	M_h2o_c + M_succoa_c + M_thdp_c <=> M_coa_c + M_sl2a6o_c				SBO:0000176	False	G_b0166	cobra_0_bound	cobra_default_ub	META:TETHYDPICSUCC-RXN		17328	THDPS	2.3.1.117			rxn03031	R04365		MNXR104806			
R_ATPM	ATP maintenance requirement	M_atp_c + M_h2o_c <=> M_adp_c + M_h_c + M_pi_c				SBO:0000176	False		R_ATPM_lower_bound	cobra_default_ub	META:ATPASE-RXN	R00086	13067	ATPM	3.6.3.49	MNXR96131	75	rxn00062						
R_THRD_L	L-threonine deaminase	M_thr__L_c <=> M_2obut_c + M_nh4_c				SBO:0000176	False	(G_b3772 or G_b3117)	cobra_0_bound	cobra_default_ub	META:THREDEHYD-RXN	R00996	22110	THRD_L	4.3.1.19	MNXR104714	1290	rxn00737						
R_ETOHtex	Ethanol transport via diffusion (extracellular to periplasm)	M_etoh_e <=> M_etoh_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-546		35268	ETOHtex		MNXR97980		rxn09764						
R_RNDR2	Ribonucleoside-diphosphate reductase (GDP)	M_gdp_c + M_trdrd_c <=> M_dgdp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2582 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	META:GDPREDUCT-RXN			RNDR2	1.17.4.1	MNXR104062			R02019			rxn05233		
R_DHFR	Dihydrofolate reductase	M_dhf_c + M_h_c + M_nadph_c <=> M_nadp_c + M_thf_c				SBO:0000176	True	(G_b1606 or G_b0048)	cobra_default_lb	cobra_default_ub			15011	DHFR	1.5.1.3		100		R00939		MNXR97401			R-DME-197972
R_PRAIi	Phosphoribosylanthranilate isomerase (irreversible)	M_pran_c <=> M_2cpr5p_c				SBO:0000176	False	G_b1262	cobra_0_bound	cobra_default_ub	META:PRAISOM-RXN		21541	PRAIi	5.3.1.24			rxn02508	R03509		MNXR103156			
R_EX_mal__L_e	L-Malate exchange	M_mal__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN-224			EX_mal__L_e		MNXR101367	13793	rxn08868						
R_TYRTA	Tyrosine transaminase	M_akg_c + M_tyr__L_c <=> M_34hpp_c + M_glu__L_c				SBO:0000176	True	(G_b4054 or G_b0928 or G_b3770)	cobra_default_lb	cobra_default_ub	META:TYROSINE-AMINOTRANSFERASE-RXN		15095	TYRTA	2.6.1.1	MNXR105000	1097	rxn00527	R00734	R-RNO-71155				
R_SHKK	Shikimate kinase	M_atp_c + M_skm_c <=> M_adp_c + M_h_c + M_skm5p_c				SBO:0000176	False	(G_b3390 or G_b0388)	cobra_0_bound	cobra_default_ub	META:SHIKIMATE-KINASE-RXN		13124	SHKK	2.7.1.71	MNXR104379	2350	rxn01739	R02412	R-MTU-964939				
R_EX_so4_e	Sulfate exchange	M_so4_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub			34985	EX_so4_e		MNXR104469		rxn05238		R-DME-8875871				
R_GLUSy	Glutamate synthase (NADPH)	M_akg_c + M_gln__L_c + M_h_c + M_nadph_c <=> 2.0 M_glu__L_c + M_nadp_c				SBO:0000176	False	(G_b3213 and G_b3212)	cobra_0_bound	cobra_default_ub	META:GLUTAMATESYN-RXN	R00114	15502	GLUSy	1.4.1.13	MNXR100291	694	rxn00085						
R_OMCDC	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	M_3c4mop_c + M_h_c <=> M_4mop_c + M_co2_c				SBO:0000176	False	G_s0001	cobra_0_bound	cobra_default_ub	META:RXN-7800		25079	OMCDC	1.1.1.85			rxn01208	R01652		MNXR102180			
R_IG3PS	Imidazole-glycerol-3-phosphate synthase	M_gln__L_c + M_prlp_c <=> M_aicar_c + M_eig3p_c + M_glu__L_c + M_h_c				SBO:0000176	False	(G_b2023 and G_b2025)	cobra_0_bound	cobra_default_ub	META:GLUTAMIDOTRANS-RXN	R04558	24795	IG3PS	2.4.2.-	MNXR100811	4234	rxn03135						
R_PDH	Pyruvate dehydrogenase	M_coa_c + M_nad_c + M_pyr_c <=> M_accoa_c + M_co2_c + M_nadh_c				SBO:0000176	False	(G_b0115 and G_b0116 and G_b0114)	cobra_0_bound	cobra_default_ub	META:PYRUVDEH-RXN		28042	PDH	2.3.1.12	MNXR102425	523	rxn00154	R00209	R-MMU-71397				
R_MTHFR2	5,10-methylenetetrahydrofolate reductase (NADH)	2.0 M_h_c + M_mlthf_c + M_nadh_c <=> M_5mthf_c + M_nad_c				SBO:0000176	False	G_b3941	cobra_0_bound	cobra_default_ub			19824	MTHFR2	1.5.1.20	MNXR101751			R07168					
R_EX_nh4_e	Ammonia exchange	M_nh4_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-544		28747	EX_nh4_e		MNXR101950		rxn09736		R-DME-444416			11683	
R_DUTPDP	DUTP diphosphatase	M_dutp_c + M_h2o_c <=> M_dump_c + M_h_c + M_ppi_c				SBO:0000176	False	(G_b3640 or G_b2251)	cobra_0_bound	cobra_default_ub	META:DUTP-PYROP-RXN		10248	DUTPDP	3.6.1.9	MNXR97822	365	rxn01519	R02100	R-TGU-73666				
R_NTP5	Nucleoside-triphosphatase (CTP)	M_ctp_c + M_h2o_c <=> M_cdp_c + M_h_c + M_pi_c				SBO:0000176	False	G_b4161	cobra_0_bound	cobra_default_ub	META:RXN-12195		29390	NTP5	3.6.1.15			rxn00408	R00569		MNXR102045			
R_FORt2pp	Formate transport via proton symport (uptake only, periplasm)	M_for_p + M_h_p <=> M_for_c + M_h_c				SBO:0000185	False	(G_b0904 or G_b2492)	cobra_0_bound	cobra_default_ub				FORt2pp		MNXR99621		rxn05559						
R_EX_etoh_e	Ethanol exchange	M_etoh_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-546		35268	EX_etoh_e		MNXR97980		rxn09764						
R_GLNS	Glutamine synthetase	M_atp_c + M_glu__L_c + M_nh4_c <=> M_adp_c + M_gln__L_c + M_h_c + M_pi_c				SBO:0000176	False	G_b3870	cobra_0_bound	cobra_default_ub	META:GLUTAMINESYN-RXN		16170	GLNS	6.3.1.2	MNXR100024	760	rxn00187	R00253	R-SCE-70606				
R_ACGS	N-acetylglutamate synthase	M_accoa_c + M_glu__L_c <=> M_acglu_c + M_coa_c + M_h_c				SBO:0000176	False	G_b2818	cobra_0_bound	cobra_default_ub	META:N-ACETYLTRANSFER-RXN		24294	ACGS	2.3.1.1	MNXR95259	764	rxn00192	R00259	R-RNO-70542				
R_SUCOAS	Succinyl-CoA synthetase (ADP-forming)	M_atp_c + M_coa_c + M_succ_c <=> M_adp_c + M_pi_c + M_succoa_c				SBO:0000176	True	(G_b0729 and G_b0728)	cobra_default_lb	cobra_default_ub	META:SUCCCOASYN-RXN		17661	SUCOAS	6.2.1.5	MNXR104635	260	rxn00285	R00405	R-MMU-70997				
R_PRAIS	Phosphoribosylaminoimidazole synthase	M_atp_c + M_fpram_c <=> M_adp_c + M_air_c + 2.0 M_h_c + M_pi_c				SBO:0000176	False	G_b2499	cobra_0_bound	cobra_default_ub			23035	PRAIS	6.3.3.1	MNXR138720								
R_AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	M_ACP_c + M_atp_c + M_dca_c <=> M_amp_c + M_dcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub				AACPS8	6.2.1.20						MNXR95147			
R_AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	M_ACP_c + M_atp_c + M_octa_c <=> M_amp_c + M_ocACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub				AACPS9	6.2.1.l						MNXR95148			
R_AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	M_ACP_c + M_atp_c + M_ocdca_c <=> M_amp_c + M_ocdcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub				AACPS6	6.2.1.20						MNXR95145			
R_AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	M_ACP_c + M_atp_c + M_ddca_c <=> M_amp_c + M_ddcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub				AACPS7	6.2.1.l						MNXR95146			
R_HISTP	Histidinol-phosphatase	M_h2o_c + M_hisp_c <=> M_histd_c + M_pi_c				SBO:0000176	False	G_b2022	cobra_0_bound	cobra_default_ub	META:HISTIDPHOS-RXN		14465	HISTP	3.1.3.15			rxn02160	R03013		MNXR100642			
R_LDH_D	D-lactate dehydrogenase	M_lac__D_c + M_nad_c <=> M_h_c + M_nadh_c + M_pyr_c				SBO:0000176	True	G_b1380	cobra_default_lb	cobra_default_ub	META:DLACTDEHYDROGNAD-RXN	R00704	16369	LDH_D	1.1.1.28	MNXR101037	155	rxn00500						
R_KAS15	Beta-ketoacyl-ACP synthase (2)	M_accoa_c + M_h_c + M_malACP_c <=> M_actACP_c + M_co2_c + M_coa_c				SBO:0000176	False	G_b1091	cobra_0_bound	cobra_default_ub	META:2.3.1.180-RXN			KAS15	2.3.1.180	MNXR100913			R10707			rxn08766		
R_T2DECAI	Trans-2-decenoyl-ACP isomerase	M_tdec2eACP_c <=> M_cdec3eACP_c				SBO:0000176	True	G_b0954	cobra_default_lb	cobra_default_ub				T2DECAI		MNXR104659								
R_3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	M_h_c + M_malACP_c + M_tdeACP_c <=> M_3ocpalm9eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	G_b2323	cobra_0_bound	cobra_default_ub				3OAS161	2.3.1.41						MNXR94960			
R_DHQS	3-dehydroquinate synthase	M_2dda7p_c <=> M_3dhq_c + M_pi_c				SBO:0000176	False	G_b3389	cobra_0_bound	cobra_default_ub	META:3-DEHYDROQUINATE-SYNTHASE-RXN	R03083	21969	DHQS	4.2.3.4	MNXR97447	2923	rxn02212						
R_EAR161x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	M_h_c + M_nadh_c + M_t3c9palmeACP_c <=> M_hdeACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR161x	1.3.1.9						MNXR97857			
R_PGCD	Phosphoglycerate dehydrogenase	M_3pg_c + M_nad_c <=> M_3php_c + M_h_c + M_nadh_c				SBO:0000176	False	G_b2913	cobra_0_bound	cobra_default_ub	META:PGLYCDEHYDROG-RXN		12641	PGCD	1.1.1.95	MNXR102527	8970	rxn01101	R01513	R-XTR-977348				
R_MALtex	Malate transport via diffusion (extracellular to periplasm)	M_mal__L_e <=> M_mal__L_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-224			MALtex		MNXR101367	13793	rxn08868						
R_3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	M_cddec5eACP_c + M_h_c + M_malACP_c <=> M_3ocmrs7eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	G_b2323	cobra_0_bound	cobra_default_ub				3OAS141	2.3.1.41						MNXR94958			
R_3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	M_3ocddec5eACP_c + M_h_c + M_nadph_c <=> M_3hcddec5eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub				3OAR121	1.1.1.100	MNXR94943		rxn07987						
R_ADSL1r	Adenylsuccinate lyase	M_dcamp_c <=> M_amp_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	META:AMPSYN-RXN		16855	ADSL1r	4.3.2.2	MNXR95493	306	rxn00800	R01083	R-DDI-73828				
R_AICART	Phosphoribosylaminoimidazolecarboxamide formyltransferase	M_10fthf_c + M_aicar_c <=> M_fprica_c + M_thf_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub			22194	AICART	2.1.2.3		122		R04560		MNXR95639			R-GGA-73798
R_D_LACt2pp	D-lactate transport via proton symport (periplasm)	M_h_p + M_lac__D_p <=> M_h_c + M_lac__D_c				SBO:0000185	True	(G_b3603 or G_b2975)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-515			D_LACt2pp		MNXR97838		rxn08350						
R_RIBtex	Ribose transport via diffusion (extracellular to periplasm)	M_rib__D_e <=> M_rib__D_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				RIBtex		MNXR104036		rxn09228						
R_FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	M_fru_p + M_pep_c <=> M_f6p_c + M_pyr_c				SBO:0000185	False	(G_b1818 and G_b1817 and G_b2416 and G_b1819 and G_b2415)	cobra_0_bound	cobra_default_ub				FRUpts2pp		MNXR99662								
R_FORtex	Formate transport via diffusion (extracellular to periplasm)	M_for_e <=> M_for_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-1		29679	FORtex		MNXR99620		rxn08526		R-HSA-6803255			12483	
R_PFK	Phosphofructokinase	M_atp_c + M_f6p_c <=> M_adp_c + M_fdp_c + M_h_c				SBO:0000176	False	(G_b3916 or G_b1723)	cobra_0_bound	cobra_default_ub			16112	PFK	2.7.1.11	MNXR102507								
R_PGM	Phosphoglycerate mutase	M_2pg_c <=> M_3pg_c				SBO:0000176	True	(G_b0755 or G_b3612)	cobra_default_lb	cobra_default_ub	META:RXN-15513		15904	PGM	5.4.2.12	MNXR102547	7641	rxn01106	R01518	R-SCE-71654				
R_CYTBO3_4pp	Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	8.0 M_h_c + M_o2_c + 2.0 M_q8h2_c <=> 2.0 M_h2o_c + 8.0 M_h_p + 2.0 M_q8_c				SBO:0000185	False	(G_b0432 and G_b0431 and G_b0429 and G_b0430)	cobra_0_bound	cobra_default_ub				CYTBO3_4pp		MNXR97036								
R_EAR141x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	M_h_c + M_nadh_c + M_t3c7mrseACP_c <=> M_nad_c + M_tdeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR141x	1.3.1.9						MNXR97853			
R_EAR181x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	M_h_c + M_nadh_c + M_t3c11vaceACP_c <=> M_nad_c + M_octeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR181x	1.3.1.9						MNXR97861			
R_TPI	Triose-phosphate isomerase	M_dhap_c <=> M_g3p_c				SBO:0000176	True	G_b3919	cobra_default_lb	cobra_default_ub	META:TRIOSEPISOMERIZATION-RXN		18585	TPI	5.3.1.1	MNXR104918	4	rxn00747	R01015	R-DME-70454				
R_RPI	Ribose-5-phosphate isomerase	M_r5p_c <=> M_ru5p__D_c				SBO:0000176	True	(G_b2914 or G_b4090)	cobra_default_lb	cobra_default_ub				RPI	5.3.1.6						MNXR104084			
R_3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	M_3oddecACP_c + M_h_c + M_nadph_c <=> M_3hddecACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub				3OAR120	1.1.1.100	MNXR94942		rxn05340	R04964					
R_3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	M_3hoctACP_c <=> M_h2o_c + M_toct2eACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub	META:4.2.1.59-RXN			3HAD80	2.3.1.-	MNXR94888			R04537			rxn05334		
R_3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	M_3hddecACP_c <=> M_h2o_c + M_tddec2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub				3HAD120	2.3.1.-	MNXR94877		rxn05331	R04965					
R_EAR180x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	M_h_c + M_nadh_c + M_toctd2eACP_c <=> M_nad_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR180x	1.3.1.9						MNXR97859			
R_AKGtex	Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	M_akg_e <=> M_akg_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				AKGtex		MNXR95663	13794	rxn13220						
R_SO4t2pp	Sulfate transport in via proton symport (periplasm to cytoplasm)	M_h_p + M_so4_p <=> M_h_c + M_so4_c				SBO:0000185	False	G_b2413	cobra_0_bound	cobra_default_ub			28577	SO4t2pp		MNXR104466		rxn05651						
R_EAR180y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	M_h_c + M_nadph_c + M_toctd2eACP_c <=> M_nadp_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR180y	1.3.1.10						MNXR97860			
R_ACONTb	Aconitase (half-reaction B, Isocitrate hydro-lyase)	M_acon_C_c + M_h2o_c <=> M_icit_c				SBO:0000176	True	(G_b0118 or G_b1276)	cobra_default_lb	cobra_default_ub			22147	ACONTb	4.2.1.3	MNXR95387			R01900			rxn01388		
R_3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	M_3hcpalm9eACP_c <=> M_h2o_c + M_t3c9palmeACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub				3HAD161	4.2.1.61	MNXR94882		rxn07978						
R_SUCDi	Succinate dehydrogenase (irreversible)	M_q8_c + M_succ_c <=> M_fum_c + M_q8h2_c				SBO:0000176	False	(G_b0721 and G_b0722 and G_b0723 and G_b0724)	cobra_0_bound	cobra_default_ub			29188	SUCDi		MNXR99641		rxn09272						
R_ASNS1	Asparagine synthase (glutamine-hydrolysing)	M_asp__L_c + M_atp_c + M_gln__L_c + M_h2o_c <=> M_amp_c + M_asn__L_c + M_glu__L_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b0674	cobra_0_bound	cobra_default_ub	META:ASNSYNB-RXN	R00578	12228	ASNS1	6.3.5.4	MNXR96059		rxn11214		R-OSA-70599				
R_EAR80y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	M_h_c + M_nadph_c + M_toct2eACP_c <=> M_nadp_c + M_ocACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR80y	2.3.1.86						MNXR97868			
R_EAR120y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	M_h_c + M_nadph_c + M_tddec2eACP_c <=> M_ddcaACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub				EAR120y	2.3.1.86						MNXR97848			
R_3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	M_3ocvac11eACP_c + M_h_c + M_nadph_c <=> M_3hcvac11eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub				3OAR181	1.1.1.100	MNXR94949		rxn07993						
R_3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	M_3hcddec5eACP_c <=> M_h2o_c + M_t3c5ddeceACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub				3HAD121	4.2.1.61	MNXR94878		rxn07976						
R_EX_o2_e	O2 exchange	M_o2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-474			EX_o2_e		MNXR102090		rxn09734						
