!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-3-30' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg_metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchi_key	!Identifiers:kegg_compound	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound	!Identifiers:sabiork	!Identifiers:seed_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg_drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
R_MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	2.0 M_h_p + M_mal__L_p <=> 2.0 M_h_c + M_mal__L_c				SBO:0000185	False	G_b3528	cobra_0_bound	cobra_default_ub	MALt2_2pp	META:TRANS-RXN-121A			MNXR101370	29339		rxn10153	
R_NH4tpp	Ammonia reversible transport (periplasm)	M_nh4_p <=> M_nh4_c				SBO:0000185	True	(G_s0001 or G_b0451)	cobra_default_lb	cobra_default_ub	NH4tpp	META:TRANS-RXN0-544			MNXR101950	28747	11683	rxn09736	R-DME-444416
R_NH4tex	Ammonia transport via diffusion (extracellular to periplasm)	M_nh4_e <=> M_nh4_p				SBO:0000185	True	(G_b1377 or G_b2215 or G_b0241 or G_b0929)	cobra_default_lb	cobra_default_ub	NH4tex	META:TRANS-RXN0-544			MNXR101950	28747	11683	rxn09736	R-DME-444416
R_RIBabcpp	D-ribose transport via ABC system (periplasm)	M_atp_c + M_h2o_c + M_rib__D_p <=> M_adp_c + M_h_c + M_pi_c + M_rib__D_c				SBO:0000185	False	((G_b4230 and G_b4227 and G_b4485 and G_b4231) or (G_b3750 and G_b3751 and G_b3749 and G_b3748) or (G_b4088 and G_b4086 and G_b4087))	cobra_0_bound	cobra_default_ub	RIBabcpp	META:ABC-28-RXN	3.6.3.17		MNXR104034	29906#1		rxn09227	
R_GLYCAt2rpp	D-glycerate transport via proton symport, reversible (periplasm)	M_glyc__R_p + M_h_p <=> M_glyc__R_c + M_h_c				SBO:0000185	True	(G_b3127 or G_b2789)	cobra_default_lb	cobra_default_ub	GLYCAt2rpp				MNXR100322			rxn13711	
R_GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	M_glyc__R_e <=> M_glyc__R_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	GLYCAtex	META:TRANS-RXN0-523			MNXR100323			rxn08645	
R_GLYCtpp	Glycerol transport via channel (periplasm)	M_glyc_c <=> M_glyc_p				SBO:0000185	True	(G_s0001 or G_b3927)	cobra_default_lb	cobra_default_ub	GLYCtpp	META:TRANS-RXN-131			MNXR100343	29675		rxn08658	R-DRE-507871
R_H2Otpp	H2O transport via diffusion (periplasm)	M_h2o_p <=> M_h2o_c				SBO:0000185	True	(G_s0001 or G_b0875)	cobra_default_lb	cobra_default_ub	H2Otpp	META:TRANS-RXN0-547			MNXR98641	29670		rxn05319	R-RNO-445714
R_GLNabcpp	L-glutamine transport via ABC system (periplasm)	M_atp_c + M_gln__L_p + M_h2o_c <=> M_adp_c + M_gln__L_c + M_h_c + M_pi_c				SBO:0000185	False	(G_b0811 and G_b0809 and G_b0810)	cobra_0_bound	cobra_default_ub	GLNabcpp	META:ABC-12-RXN	3.6.3.21		MNXR100258	29896#1		rxn08624	
R_CO2tex	CO2 transport via diffusion (extracellular to periplasm)	M_co2_e <=> M_co2_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	CO2tex	META:TRANS-RXN0-545			MNXR96810			rxn09860	R-ATH-1247649
R_GLUt2rpp	L-glutamate transport via proton symport, reversible (periplasm)	M_glu__L_p + M_h_p <=> M_glu__L_c + M_h_c				SBO:0000185	True	G_b4077	cobra_default_lb	cobra_default_ub	GLUt2rpp				MNXR100300			rxn08631	R-BTA-8875623
R_ACGK	Acetylglutamate kinase	M_acglu_c + M_atp_c <=> M_acg5p_c + M_adp_c				SBO:0000176	False	G_b3959	cobra_0_bound	cobra_default_ub	ACGK	META:ACETYLGLUTKIN-RXN	2.7.2.8	R02649	MNXR95256	14629	2545	rxn01917	
R_GNK	Gluconokinase	M_atp_c + M_glcn_c <=> M_6pgc_c + M_adp_c + M_h_c				SBO:0000176	False	(G_b3437 or G_b4268)	cobra_0_bound	cobra_default_ub	GNK	META:GLUCONOKIN-RXN	2.7.1.12	R01737	MNXR100390	19435	1845	rxn01275	
R_GLUDy	Glutamate dehydrogenase (NADP)	M_glu__L_c + M_h2o_c + M_nadp_c <=> M_akg_c + M_h_c + M_nadph_c + M_nh4_c				SBO:0000176	True	(G_b1761 or (G_b3213 and G_b3212))	cobra_default_lb	cobra_default_ub	GLUDy	META:GLUTDEHYD-RXN	1.4.1.4	R00248	MNXR100086	11615	757	rxn00184	
R_GLCNt2rpp	D-gluconate transport via proton symport, reversible (periplasm)	M_glcn_p + M_h_p <=> M_glcn_c + M_h_c				SBO:0000185	True	(G_b4321 or G_b4476 or G_b3415 or G_b4265)	cobra_default_lb	cobra_default_ub	GLCNt2rpp	META:TRANS-RXN0-209			MNXR100209	28832		rxn05571	
R_GLCptspp	D-glucose transport via PEP:Pyr PTS (periplasm)	M_glc__D_p + M_pep_c <=> M_g6p_c + M_pyr_c				SBO:0000185	False	((G_b1621 and G_b2415 and G_b2417 and G_b2416) or (G_b1101 and G_b2416 and G_b2415 and G_b2417) or (G_b1819 and G_b2415 and G_b1818 and G_b1817 and G_b2416))	cobra_0_bound	cobra_default_ub	GLCptspp				MNXR100237			rxn05226	
R_EX_h2o_e	H2O exchange	M_h2o_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_h2o_e	META:TRANS-RXN0-547			MNXR98641	29670		rxn05319	R-RNO-445714
R_HSTPT	Histidinol-phosphate transaminase	M_glu__L_c + M_imacp_c <=> M_akg_c + M_hisp_c				SBO:0000176	False	G_b2021	cobra_0_bound	cobra_default_ub	HSTPT	META:HISTAMINOTRANS-RXN	2.6.1.9	R03243	MNXR95852	23746	3064	rxn02320	
R_THDPS	Tetrahydrodipicolinate succinylase	M_h2o_c + M_succoa_c + M_thdp_c <=> M_coa_c + M_sl2a6o_c				SBO:0000176	False	G_b0166	cobra_0_bound	cobra_default_ub	THDPS	META:TETHYDPICSUCC-RXN	2.3.1.117	R04365	MNXR104806	17328		rxn03031	
R_ATPM	ATP maintenance requirement	M_atp_c + M_h2o_c <=> M_adp_c + M_h_c + M_pi_c				SBO:0000176	False		R_ATPM_lower_bound	cobra_default_ub	ATPM	META:ATPASE-RXN	3.6.3.49	R00086	MNXR96131	13067	75	rxn00062	
R_THRD_L	L-threonine deaminase	M_thr__L_c <=> M_2obut_c + M_nh4_c				SBO:0000176	False	(G_b3772 or G_b3117)	cobra_0_bound	cobra_default_ub	THRD_L	META:THREDEHYD-RXN	4.3.1.19	R00996	MNXR104714	22110	1290	rxn00737	
R_ETOHtex	Ethanol transport via diffusion (extracellular to periplasm)	M_etoh_e <=> M_etoh_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	ETOHtex	META:TRANS-RXN0-546			MNXR97980	35268		rxn09764	
R_RNDR2	Ribonucleoside-diphosphate reductase (GDP)	M_gdp_c + M_trdrd_c <=> M_dgdp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2582 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	RNDR2	META:GDPREDUCT-RXN	1.17.4.1	R02019	MNXR104062			rxn05233	
R_DHFR	Dihydrofolate reductase	M_dhf_c + M_h_c + M_nadph_c <=> M_nadp_c + M_thf_c				SBO:0000176	True	(G_b1606 or G_b0048)	cobra_default_lb	cobra_default_ub	DHFR		1.5.1.3	R00939	MNXR97401	15011	100		R-DME-197972
R_PRAIi	Phosphoribosylanthranilate isomerase (irreversible)	M_pran_c <=> M_2cpr5p_c				SBO:0000176	False	G_b1262	cobra_0_bound	cobra_default_ub	PRAIi	META:PRAISOM-RXN	5.3.1.24	R03509	MNXR103156	21541		rxn02508	
R_EX_mal__L_e	L-Malate exchange	M_mal__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_mal__L_e	META:TRANS-RXN-224			MNXR101367		13793	rxn08868	
R_TYRTA	Tyrosine transaminase	M_akg_c + M_tyr__L_c <=> M_34hpp_c + M_glu__L_c				SBO:0000176	True	(G_b4054 or G_b0928 or G_b3770)	cobra_default_lb	cobra_default_ub	TYRTA	META:TYROSINE-AMINOTRANSFERASE-RXN	2.6.1.1	R00734	MNXR105000	15095	1097	rxn00527	R-RNO-71155
R_SHKK	Shikimate kinase	M_atp_c + M_skm_c <=> M_adp_c + M_h_c + M_skm5p_c				SBO:0000176	False	(G_b3390 or G_b0388)	cobra_0_bound	cobra_default_ub	SHKK	META:SHIKIMATE-KINASE-RXN	2.7.1.71	R02412	MNXR104379	13124	2350	rxn01739	R-MTU-964939
R_EX_so4_e	Sulfate exchange	M_so4_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_so4_e				MNXR104469	34985		rxn05238	R-DME-8875871
R_GLUSy	Glutamate synthase (NADPH)	M_akg_c + M_gln__L_c + M_h_c + M_nadph_c <=> 2.0 M_glu__L_c + M_nadp_c				SBO:0000176	False	(G_b3213 and G_b3212)	cobra_0_bound	cobra_default_ub	GLUSy	META:GLUTAMATESYN-RXN	1.4.1.13	R00114	MNXR100291	15502	694	rxn00085	
R_OMCDC	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	M_3c4mop_c + M_h_c <=> M_4mop_c + M_co2_c				SBO:0000176	False	G_s0001	cobra_0_bound	cobra_default_ub	OMCDC	META:RXN-7800	1.1.1.85	R01652	MNXR102180	25079		rxn01208	
R_IG3PS	Imidazole-glycerol-3-phosphate synthase	M_gln__L_c + M_prlp_c <=> M_aicar_c + M_eig3p_c + M_glu__L_c + M_h_c				SBO:0000176	False	(G_b2023 and G_b2025)	cobra_0_bound	cobra_default_ub	IG3PS	META:GLUTAMIDOTRANS-RXN	2.4.2.-	R04558	MNXR100811	24795	4234	rxn03135	
R_PDH	Pyruvate dehydrogenase	M_coa_c + M_nad_c + M_pyr_c <=> M_accoa_c + M_co2_c + M_nadh_c				SBO:0000176	False	(G_b0115 and G_b0116 and G_b0114)	cobra_0_bound	cobra_default_ub	PDH	META:PYRUVDEH-RXN	2.3.1.12	R00209	MNXR102425	28042	523	rxn00154	R-MMU-71397
R_MTHFR2	5,10-methylenetetrahydrofolate reductase (NADH)	2.0 M_h_c + M_mlthf_c + M_nadh_c <=> M_5mthf_c + M_nad_c				SBO:0000176	False	G_b3941	cobra_0_bound	cobra_default_ub	MTHFR2		1.5.1.20	R07168	MNXR101751	19824			
R_EX_nh4_e	Ammonia exchange	M_nh4_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_nh4_e	META:TRANS-RXN0-544			MNXR101950	28747	11683	rxn09736	R-DME-444416
R_DUTPDP	DUTP diphosphatase	M_dutp_c + M_h2o_c <=> M_dump_c + M_h_c + M_ppi_c				SBO:0000176	False	(G_b3640 or G_b2251)	cobra_0_bound	cobra_default_ub	DUTPDP	META:DUTP-PYROP-RXN	3.6.1.9	R02100	MNXR97822	10248	365	rxn01519	R-TGU-73666
R_NTP5	Nucleoside-triphosphatase (CTP)	M_ctp_c + M_h2o_c <=> M_cdp_c + M_h_c + M_pi_c				SBO:0000176	False	G_b4161	cobra_0_bound	cobra_default_ub	NTP5	META:RXN-12195	3.6.1.15	R00569	MNXR102045	29390		rxn00408	
R_FORt2pp	Formate transport via proton symport (uptake only, periplasm)	M_for_p + M_h_p <=> M_for_c + M_h_c				SBO:0000185	False	(G_b0904 or G_b2492)	cobra_0_bound	cobra_default_ub	FORt2pp				MNXR99621			rxn05559	
R_EX_etoh_e	Ethanol exchange	M_etoh_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_etoh_e	META:TRANS-RXN0-546			MNXR97980	35268		rxn09764	
R_GLNS	Glutamine synthetase	M_atp_c + M_glu__L_c + M_nh4_c <=> M_adp_c + M_gln__L_c + M_h_c + M_pi_c				SBO:0000176	False	G_b3870	cobra_0_bound	cobra_default_ub	GLNS	META:GLUTAMINESYN-RXN	6.3.1.2	R00253	MNXR100024	16170	760	rxn00187	R-SCE-70606
R_ACGS	N-acetylglutamate synthase	M_accoa_c + M_glu__L_c <=> M_acglu_c + M_coa_c + M_h_c				SBO:0000176	False	G_b2818	cobra_0_bound	cobra_default_ub	ACGS	META:N-ACETYLTRANSFER-RXN	2.3.1.1	R00259	MNXR95259	24294	764	rxn00192	R-RNO-70542
R_SUCOAS	Succinyl-CoA synthetase (ADP-forming)	M_atp_c + M_coa_c + M_succ_c <=> M_adp_c + M_pi_c + M_succoa_c				SBO:0000176	True	(G_b0729 and G_b0728)	cobra_default_lb	cobra_default_ub	SUCOAS	META:SUCCCOASYN-RXN	6.2.1.5	R00405	MNXR104635	17661	260	rxn00285	R-MMU-70997
R_PRAIS	Phosphoribosylaminoimidazole synthase	M_atp_c + M_fpram_c <=> M_adp_c + M_air_c + 2.0 M_h_c + M_pi_c				SBO:0000176	False	G_b2499	cobra_0_bound	cobra_default_ub	PRAIS		6.3.3.1		MNXR138720	23035			
R_AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	M_ACP_c + M_atp_c + M_dca_c <=> M_amp_c + M_dcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub	AACPS8		6.2.1.20		MNXR95147				
R_AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	M_ACP_c + M_atp_c + M_octa_c <=> M_amp_c + M_ocACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub	AACPS9		6.2.1.l		MNXR95148				
R_AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	M_ACP_c + M_atp_c + M_ocdca_c <=> M_amp_c + M_ocdcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub	AACPS6		6.2.1.20		MNXR95145				
R_AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	M_ACP_c + M_atp_c + M_ddca_c <=> M_amp_c + M_ddcaACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub	AACPS7		6.2.1.l		MNXR95146				
R_HISTP	Histidinol-phosphatase	M_h2o_c + M_hisp_c <=> M_histd_c + M_pi_c				SBO:0000176	False	G_b2022	cobra_0_bound	cobra_default_ub	HISTP	META:HISTIDPHOS-RXN	3.1.3.15	R03013	MNXR100642	14465		rxn02160	
R_LDH_D	D-lactate dehydrogenase	M_lac__D_c + M_nad_c <=> M_h_c + M_nadh_c + M_pyr_c				SBO:0000176	True	G_b1380	cobra_default_lb	cobra_default_ub	LDH_D	META:DLACTDEHYDROGNAD-RXN	1.1.1.28	R00704	MNXR101037	16369	155	rxn00500	
R_KAS15	Beta-ketoacyl-ACP synthase (2)	M_accoa_c + M_h_c + M_malACP_c <=> M_actACP_c + M_co2_c + M_coa_c				SBO:0000176	False	G_b1091	cobra_0_bound	cobra_default_ub	KAS15	META:2.3.1.180-RXN	2.3.1.180	R10707	MNXR100913			rxn08766	
R_T2DECAI	Trans-2-decenoyl-ACP isomerase	M_tdec2eACP_c <=> M_cdec3eACP_c				SBO:0000176	True	G_b0954	cobra_default_lb	cobra_default_ub	T2DECAI				MNXR104659				
R_3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	M_h_c + M_malACP_c + M_tdeACP_c <=> M_3ocpalm9eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	G_b2323	cobra_0_bound	cobra_default_ub	3OAS161		2.3.1.41		MNXR94960				
R_DHQS	3-dehydroquinate synthase	M_2dda7p_c <=> M_3dhq_c + M_pi_c				SBO:0000176	False	G_b3389	cobra_0_bound	cobra_default_ub	DHQS	META:3-DEHYDROQUINATE-SYNTHASE-RXN	4.2.3.4	R03083	MNXR97447	21969	2923	rxn02212	
R_EAR161x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	M_h_c + M_nadh_c + M_t3c9palmeACP_c <=> M_hdeACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR161x		1.3.1.9		MNXR97857				
R_PGCD	Phosphoglycerate dehydrogenase	M_3pg_c + M_nad_c <=> M_3php_c + M_h_c + M_nadh_c				SBO:0000176	False	G_b2913	cobra_0_bound	cobra_default_ub	PGCD	META:PGLYCDEHYDROG-RXN	1.1.1.95	R01513	MNXR102527	12641	8970	rxn01101	R-XTR-977348
R_MALtex	Malate transport via diffusion (extracellular to periplasm)	M_mal__L_e <=> M_mal__L_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	MALtex	META:TRANS-RXN-224			MNXR101367		13793	rxn08868	
R_3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	M_cddec5eACP_c + M_h_c + M_malACP_c <=> M_3ocmrs7eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	G_b2323	cobra_0_bound	cobra_default_ub	3OAS141		2.3.1.41		MNXR94958				
R_3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	M_3ocddec5eACP_c + M_h_c + M_nadph_c <=> M_3hcddec5eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR121		1.1.1.100		MNXR94943			rxn07987	
R_ADSL1r	Adenylsuccinate lyase	M_dcamp_c <=> M_amp_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	ADSL1r	META:AMPSYN-RXN	4.3.2.2	R01083	MNXR95493	16855	306	rxn00800	R-DDI-73828
R_AICART	Phosphoribosylaminoimidazolecarboxamide formyltransferase	M_10fthf_c + M_aicar_c <=> M_fprica_c + M_thf_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub	AICART		2.1.2.3	R04560	MNXR95639	22194	122		R-GGA-73798
R_D_LACt2pp	D-lactate transport via proton symport (periplasm)	M_h_p + M_lac__D_p <=> M_h_c + M_lac__D_c				SBO:0000185	True	(G_b3603 or G_b2975)	cobra_default_lb	cobra_default_ub	D_LACt2pp	META:TRANS-RXN0-515			MNXR97838			rxn08350	
R_RIBtex	Ribose transport via diffusion (extracellular to periplasm)	M_rib__D_e <=> M_rib__D_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	RIBtex				MNXR104036			rxn09228	
R_FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	M_fru_p + M_pep_c <=> M_f6p_c + M_pyr_c				SBO:0000185	False	(G_b1818 and G_b1817 and G_b2416 and G_b1819 and G_b2415)	cobra_0_bound	cobra_default_ub	FRUpts2pp				MNXR99662				
R_FORtex	Formate transport via diffusion (extracellular to periplasm)	M_for_e <=> M_for_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	FORtex	META:TRANS-RXN-1			MNXR99620	29679	12483	rxn08526	R-HSA-6803255
R_PFK	Phosphofructokinase	M_atp_c + M_f6p_c <=> M_adp_c + M_fdp_c + M_h_c				SBO:0000176	False	(G_b3916 or G_b1723)	cobra_0_bound	cobra_default_ub	PFK		2.7.1.11		MNXR102507	16112			
R_PGM	Phosphoglycerate mutase	M_2pg_c <=> M_3pg_c				SBO:0000176	True	(G_b0755 or G_b3612)	cobra_default_lb	cobra_default_ub	PGM	META:RXN-15513	5.4.2.12	R01518	MNXR102547	15904	7641	rxn01106	R-SCE-71654
R_CYTBO3_4pp	Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	8.0 M_h_c + M_o2_c + 2.0 M_q8h2_c <=> 2.0 M_h2o_c + 8.0 M_h_p + 2.0 M_q8_c				SBO:0000185	False	(G_b0432 and G_b0431 and G_b0429 and G_b0430)	cobra_0_bound	cobra_default_ub	CYTBO3_4pp				MNXR97036				
R_EAR141x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	M_h_c + M_nadh_c + M_t3c7mrseACP_c <=> M_nad_c + M_tdeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR141x		1.3.1.9		MNXR97853				
R_EAR181x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	M_h_c + M_nadh_c + M_t3c11vaceACP_c <=> M_nad_c + M_octeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR181x		1.3.1.9		MNXR97861				
R_TPI	Triose-phosphate isomerase	M_dhap_c <=> M_g3p_c				SBO:0000176	True	G_b3919	cobra_default_lb	cobra_default_ub	TPI	META:TRIOSEPISOMERIZATION-RXN	5.3.1.1	R01015	MNXR104918	18585	4	rxn00747	R-DME-70454
R_RPI	Ribose-5-phosphate isomerase	M_r5p_c <=> M_ru5p__D_c				SBO:0000176	True	(G_b2914 or G_b4090)	cobra_default_lb	cobra_default_ub	RPI		5.3.1.6		MNXR104084				
R_3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	M_3oddecACP_c + M_h_c + M_nadph_c <=> M_3hddecACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR120		1.1.1.100	R04964	MNXR94942			rxn05340	
R_3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	M_3hoctACP_c <=> M_h2o_c + M_toct2eACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub	3HAD80	META:4.2.1.59-RXN	2.3.1.-	R04537	MNXR94888			rxn05334	
R_3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	M_3hddecACP_c <=> M_h2o_c + M_tddec2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD120		2.3.1.-	R04965	MNXR94877			rxn05331	
R_EAR180x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	M_h_c + M_nadh_c + M_toctd2eACP_c <=> M_nad_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR180x		1.3.1.9		MNXR97859				
R_AKGtex	Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	M_akg_e <=> M_akg_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	AKGtex				MNXR95663		13794	rxn13220	
R_SO4t2pp	Sulfate transport in via proton symport (periplasm to cytoplasm)	M_h_p + M_so4_p <=> M_h_c + M_so4_c				SBO:0000185	False	G_b2413	cobra_0_bound	cobra_default_ub	SO4t2pp				MNXR104466	28577		rxn05651	
R_EAR180y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	M_h_c + M_nadph_c + M_toctd2eACP_c <=> M_nadp_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR180y		1.3.1.10		MNXR97860				
R_ACONTb	Aconitase (half-reaction B, Isocitrate hydro-lyase)	M_acon_C_c + M_h2o_c <=> M_icit_c				SBO:0000176	True	(G_b0118 or G_b1276)	cobra_default_lb	cobra_default_ub	ACONTb		4.2.1.3	R01900	MNXR95387	22147		rxn01388	
R_3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	M_3hcpalm9eACP_c <=> M_h2o_c + M_t3c9palmeACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub	3HAD161		4.2.1.61		MNXR94882			rxn07978	
R_SUCDi	Succinate dehydrogenase (irreversible)	M_q8_c + M_succ_c <=> M_fum_c + M_q8h2_c				SBO:0000176	False	(G_b0721 and G_b0722 and G_b0723 and G_b0724)	cobra_0_bound	cobra_default_ub	SUCDi				MNXR99641	29188		rxn09272	
R_ASNS1	Asparagine synthase (glutamine-hydrolysing)	M_asp__L_c + M_atp_c + M_gln__L_c + M_h2o_c <=> M_amp_c + M_asn__L_c + M_glu__L_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b0674	cobra_0_bound	cobra_default_ub	ASNS1	META:ASNSYNB-RXN	6.3.5.4	R00578	MNXR96059	12228		rxn11214	R-OSA-70599
R_EAR80y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	M_h_c + M_nadph_c + M_toct2eACP_c <=> M_nadp_c + M_ocACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR80y		2.3.1.86		MNXR97868				
R_EAR120y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	M_h_c + M_nadph_c + M_tddec2eACP_c <=> M_ddcaACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR120y		2.3.1.86		MNXR97848				
R_3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	M_3ocvac11eACP_c + M_h_c + M_nadph_c <=> M_3hcvac11eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR181		1.1.1.100		MNXR94949			rxn07993	
R_3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	M_3hcddec5eACP_c <=> M_h2o_c + M_t3c5ddeceACP_c				SBO:0000176	False	(G_b0954 or G_b0180)	cobra_0_bound	cobra_default_ub	3HAD121		4.2.1.61		MNXR94878			rxn07976	
R_EX_o2_e	O2 exchange	M_o2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_o2_e	META:TRANS-RXN0-474			MNXR102090			rxn09734	
R_EAR140x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	M_h_c + M_nadh_c + M_tmrs2eACP_c <=> M_myrsACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR140x		2.3.1.-		MNXR97851				
R_3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	M_h_c + M_hdeACP_c + M_malACP_c <=> M_3ocvac11eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	G_b1095	cobra_0_bound	cobra_default_ub	3OAS181		2.3.1.179		MNXR94962				
